2,Time,Count,Expected,expected_pmf
1000,,,,
1000,,,,
1000,,,,
1000,,,,
1000,,,,
1000,,,,
1000,,,,
1000,,,,
1000,,,,
1000,,,,
1000,,,,
1000,,,,
1007,,,,
1010,,,,
1010,,,,
1015,,,,
1015,,,,
1015,,,,
1015,,,,
1015,,,,
1015,,,,
1015,,,,
1015,,,,
1015,,,,
1015,,,,
1015,,,,
1015,,,,
1016,,,,
1020,,,,
1020,,,,
1020,,,,
1020,,,,
1020,,,,
1020,,,,
1020,,,,
1020,,,,
1022,,,,
1025,,,,
1025,,,,
1025,,,,
1025,,,,
1025,,,,
1027,,,,
1028,,,,
1030,,,,
1030,,,,
1030,,,,
1030,,,,
1030,,,,
1030,,,,
1030,,,,
1030,,,,
1030,,,,
1030,,,,
1030,,,,
1030,,,,
1030,,,,
1030,,,,
1030,,,,
1030,,,,
1030,,,,
1030,,,,
1030,,,,
1030,,,,
1030,,,,
1030,,,,
1030,,,,
1030,,,,
1030,,,,
1030,,,,
1030,,,,
1030,,,,
1030,,,,
1030,,,,
1030,,,,
1030,,,,
1030,,,,
1030,,,,
1030,,,,
1030,,,,
1030,,,,
1030,,,,
1030,,,,
1030,,,,
1030,,,,
1030,,,,
1030,,,,
1030,,,,
1030,,,,
1030,,,,
1030,,,,
1030,,,,
1030,,,,
1030,,,,
1030,,,,
1030,,,,
1030,,,,
1035,,,,
1035,,,,
1035,,,,
1035,,,,
1037,,,,
1040,,,,
1040,,,,
1040,,,,
1040,,,,
1040,,,,
1040,,,,
1043,,,,
1044,,,,
1045,,,,
1045,,,,
1045,,,,
1045,,,,
1045,,,,
1045,,,,
1045,,,,
1045,,,,
1045,,,,
1045,,,,
1045,,,,
1045,,,,
1045,,,,
1045,,,,
1050,,,,
1050,,,,
1055,,,,
1055,,,,
1055,,,,
1055,,,,
1055,,,,
1055,,,,
1055,,,,
1055,,,,
1055,,,,
1100,,,,
1100,,,,
1100,,,,
1100,,,,
1100,,,,
1100,,,,
1100,,,,
1100,,,,
1100,,,,
1100,,,,
1100,,,,
1100,,,,
1100,,,,
1100,,,,
1100,,,,
1100,,,,
1100,,,,
1100,,,,
1100,,,,
1100,,,,
1100,,,,
1100,,,,
1100,,,,
1100,,,,
1100,,,,
1100,,,,
1100,,,,
1100,,,,
1100,,,,
1100,,,,
1100,,,,
1100,,,,
1100,,,,
1100,,,,
1100,,,,
1100,,,,
1100,,,,
1100,,,,
1100,,,,
1100,,,,
1100,,,,
1100,,,,
1100,,,,
1100,,,,
1100,,,,
1100,,,,
1100,,,,
1100,,,,
1100,,,,
1100,,,,
1100,,,,
1100,,,,
1100,,,,
1100,,,,
1100,,,,
1100,,,,
1100,,,,
1100,,,,
1100,,,,
1100,,,,
1100,,,,
1100,,,,
1100,,,,
1100,,,,
1100,,,,
1100,,,,
1100,,,,
1100,,,,
1100,,,,
1100,,,,
1100,,,,
1100,,,,
1100,,,,
1100,,,,
1100,,,,
1100,,,,
1100,,,,
1100,,,,
1100,,,,
1100,,,,
1100,,,,
1100,,,,
1100,,,,
1100,,,,
1100,,,,
1100,,,,
1100,,,,
1100,,,,
1100,,,,
1100,,,,
1100,,,,
1100,,,,
1100,,,,
1100,,,,
1100,,,,
1100,,,,
1100,,,,
1100,,,,
1100,,,,
1100,,,,
1100,,,,
1100,,,,
1100,,,,
1100,,,,
1100,,,,
1100,,,,
1100,,,,
1100,,,,
1100,,,,
1100,,,,
1100,,,,
1100,,,,
1100,,,,
1100,,,,
1100,,,,
1100,,,,
1100,,,,
1100,,,,
1100,,,,
1100,,,,
1100,,,,
1100,,,,
1100,,,,
1100,,,,
1100,,,,
1100,,,,
1100,,,,
1100,,,,
1100,,,,
1100,,,,
1100,,,,
1100,,,,
1100,,,,
1100,,,,
1101,,,,
1105,,,,
1105,,,,
1106,,,,
1110,,,,
1110,,,,
1110,,,,
1110,,,,
1110,,,,
1110,,,,
1110,,,,
1110,,,,
1115,,,,
1115,,,,
1115,,,,
1115,,,,
1115,,,,
1115,,,,
1115,,,,
1115,,,,
1115,,,,
1115,,,,
1115,,,,
1115,,,,
1115,,,,
1115,,,,
1115,,,,
1115,,,,
1120,,,,
1120,,,,
1120,,,,
1120,,,,
1120,,,,
1120,,,,
1120,,,,
1125,,,,
1130,,,,
1130,,,,
1130,,,,
1130,,,,
1130,,,,
1130,,,,
1130,,,,
1130,,,,
1130,,,,
1130,,,,
1130,,,,
1130,,,,
1130,,,,
1130,,,,
1130,,,,
1130,,,,
1130,,,,
1130,,,,
1130,,,,
1130,,,,
1130,,,,
1130,,,,
1130,,,,
1130,,,,
1130,,,,
1130,,,,
1130,,,,
1130,,,,
1130,,,,
1130,,,,
1130,,,,
1130,,,,
1130,,,,
1130,,,,
1130,,,,
1130,,,,
1130,,,,
1130,,,,
1130,,,,
1130,,,,
1130,,,,
1130,,,,
1130,,,,
1130,,,,
1130,,,,
1130,,,,
1130,,,,
1130,,,,
1130,,,,
1130,,,,
1130,,,,
1130,,,,
1130,,,,
1130,,,,
1130,,,,
1130,,,,
1130,,,,
1130,,,,
1130,,,,
1130,,,,
1130,,,,
1130,,,,
1130,,,,
1130,,,,
1130,,,,
1140,,,,
1140,,,,
1140,,,,
1141,,,,
1145,,,,
1145,,,,
1145,,,,
1145,,,,
1145,,,,
1145,,,,
1145,,,,
1145,,,,
1145,,,,
1145,,,,
1145,,,,
1145,,,,
1145,,,,
1145,,,,
1145,,,,
1145,,,,
1148,,,,
1150,,,,
1150,,,,
1150,,,,
1150,,,,
1151,,,,
1153,,,,
1155,,,,
1155,,,,
1155,,,,
1156,,,,
1157,,,,
1158,,,,
1200,,,,
1200,,,,
1200,,,,
1200,,,,
1200,,,,
1200,,,,
1200,,,,
1200,,,,
1200,,,,
1200,,,,
1200,,,,
1200,,,,
1200,,,,
1200,,,,
1200,,,,
1200,,,,
1200,,,,
1200,,,,
1200,,,,
1200,,,,
1200,,,,
1200,,,,
1200,,,,
1200,,,,
1200,,,,
1200,,,,
1200,,,,
1200,,,,
1200,,,,
1200,,,,
1200,,,,
1200,,,,
1200,,,,
1200,,,,
1200,,,,
1200,,,,
1200,,,,
1200,,,,
1200,,,,
1200,,,,
1200,,,,
1200,,,,
1200,,,,
1200,,,,
1200,,,,
1200,,,,
1200,,,,
1200,,,,
1200,,,,
1200,,,,
1200,,,,
1200,,,,
1200,,,,
1200,,,,
1200,,,,
1200,,,,
1200,,,,
1200,,,,
1200,,,,
1200,,,,
1200,,,,
1200,,,,
1200,,,,
1200,,,,
1200,,,,
1200,,,,
1200,,,,
1200,,,,
1200,,,,
1200,,,,
1200,,,,
1200,,,,
1200,,,,
1200,,,,
1200,,,,
1200,,,,
1200,,,,
1200,,,,
1200,,,,
1200,,,,
1200,,,,
1200,,,,
1200,,,,
1200,,,,
1200,,,,
1200,,,,
1200,,,,
1200,,,,
1200,,,,
1200,,,,
1200,,,,
1200,,,,
1200,,,,
1200,,,,
1200,,,,
1200,,,,
1200,,,,
1200,,,,
1200,,,,
1200,,,,
1200,,,,
1200,,,,
1200,,,,
1200,,,,
1200,,,,
1200,,,,
1200,,,,
1200,,,,
1200,,,,
1200,,,,
1200,,,,
1200,,,,
1200,,,,
1200,,,,
1200,,,,
1200,,,,
1200,,,,
1202,,,,
1205,,,,
1205,,,,
1205,,,,
1205,,,,
1205,,,,
1210,,,,
1210,,,,
1215,,,,
1215,,,,
1215,,,,
1215,,,,
1215,,,,
1215,,,,
1215,,,,
1215,,,,
1215,,,,
1215,,,,
1220,,,,
1220,,,,
1220,,,,
1220,,,,
1220,,,,
1220,,,,
1225,,,,
1225,,,,
1230,,,,
1230,,,,
1230,,,,
1230,,,,
1230,,,,
1230,,,,
1230,,,,
1230,,,,
1230,,,,
1230,,,,
1230,,,,
1230,,,,
1230,,,,
1230,,,,
1230,,,,
1230,,,,
1230,,,,
1230,,,,
1230,,,,
1230,,,,
1230,,,,
1230,,,,
1230,,,,
1230,,,,
1230,,,,
1230,,,,
1230,,,,
1230,,,,
1230,,,,
1230,,,,
1230,,,,
1230,,,,
1230,,,,
1230,,,,
1230,,,,
1230,,,,
1230,,,,
1233,,,,
1233,,,,
1234,,,,
1235,,,,
1238,,,,
1239,,,,
1240,,,,
1240,,,,
1240,,,,
1240,,,,
1240,,,,
1240,,,,
1245,,,,
1245,,,,
1245,,,,
1245,,,,
1245,,,,
1245,,,,
1245,,,,
1245,,,,
1245,,,,
1245,,,,
1245,,,,
1246,,,,
1248,,,,
1248,,,,
1250,,,,
1250,,,,
1250,,,,
1254,,,,
1255,,,,
1258,,,,
1300,,,,
1300,,,,
1300,,,,
1300,,,,
1300,,,,
1300,,,,
1300,,,,
1300,,,,
1300,,,,
1300,,,,
1300,,,,
1300,,,,
1300,,,,
1300,,,,
1300,,,,
1300,,,,
1300,,,,
1300,,,,
1300,,,,
1300,,,,
1300,,,,
1300,,,,
1300,,,,
1300,,,,
1300,,,,
1300,,,,
1300,,,,
1300,,,,
1300,,,,
1300,,,,
1300,,,,
1300,,,,
1300,,,,
1300,,,,
1300,,,,
1300,,,,
1300,,,,
1300,,,,
1300,,,,
1300,,,,
1300,,,,
1300,,,,
1300,,,,
1300,,,,
1300,,,,
1300,,,,
1300,,,,
1300,,,,
1300,,,,
1300,,,,
1300,,,,
1300,,,,
1300,,,,
1300,,,,
1300,,,,
1300,,,,
1300,,,,
1300,,,,
1300,,,,
1300,,,,
1300,,,,
1300,,,,
1300,,,,
1300,,,,
1300,,,,
1300,,,,
1300,,,,
1300,,,,
1300,,,,
1300,,,,
1300,,,,
1300,,,,
1300,,,,
1300,,,,
1300,,,,
1300,,,,
1300,,,,
